Samples	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group
TLN028.A	-0.0008	0.0191	-0.0257	0.0072	0.0027	0.0089	-0.0031	-0.0024	0.0017	0.0024	TLN
TLN029.A	-0.0022	0.0156	-0.0152	0.0087	0.0010	0.0043	0.0015	0.0003	-0.0008	0.0007	TLN
TLN030.A	-0.0170	0.0252	-0.0011	-0.0205	-0.0168	-0.0164	0.0095	0.0011	-0.0046	0.0025	TLN
TLN031.A	-0.0019	0.0113	-0.0178	0.0028	-0.0007	0.0028	0.0017	-0.0004	-0.0018	-0.0013	TLN
TLN032.A	0.0010	0.0244	-0.0134	-0.0015	-0.0044	0.0024	0.0010	0.0034	0.0090	0.0072	TLN
TLN033.A	-0.0014	0.0248	-0.0181	0.0018	-0.0051	-0.0034	-0.0052	0.0007	0.0012	0.0069	TLN
TLN034.A	-0.0071	0.0221	-0.0146	-0.0181	0.0031	-0.0022	0.0114	-0.0071	-0.0095	-0.0078	TLN
TLN035.A	-0.0061	0.0193	-0.0124	0.0092	-0.0007	0.0002	-0.0063	0.0056	-0.0060	-0.0033	TLN
BMK001.A	-0.0063	0.0286	-0.0036	-0.0257	-0.0282	-0.0194	0.0106	0.0017	-0.0009	0.0004	BMK
BMK002.A	-0.0088	0.0200	-0.0161	0.0050	-0.0025	0.0074	0.0034	-0.0050	-0.0017	0.0030	BMK
BMK003.A	0.0021	0.0238	-0.0209	-0.0009	-0.0016	0.0041	-0.0105	-0.0043	-0.0053	-0.0045	BMK
BMK004.A	-0.0027	0.0187	-0.0252	0.0064	-0.0002	0.0052	-0.0102	0.0046	0.0042	0.0066	BMK
BMK005.A	0.0028	0.0262	-0.0304	0.0096	-0.0012	0.0058	-0.0031	0.0019	-0.0022	0.0054	BMK
BMK006.A	-0.0075	0.0191	-0.0133	0.0040	-0.0044	-0.0002	-0.0066	-0.0014	0.0005	-0.0031	BMK
BMK007.A	0.0115	0.0282	-0.0310	0.0071	-0.0042	0.0072	-0.0011	0.0011	-0.0052	0.0029	BMK
BMK008.A	-0.0040	0.0192	-0.0172	0.0056	-0.0059	0.0011	-0.0007	0.0006	-0.0036	0.0020	BMK
BMK009.A	-0.0052	0.0031	0.0006	0.0033	-0.0011	-0.0042	-0.0035	0.0003	0.0013	0.0016	BMK
BMK010.A	-0.0398	0.0003	0.0151	0.0059	0.0251	0.0162	-0.0057	0.0047	-0.0033	0.0052	BMK
BMK011.A	0.0001	0.0229	-0.0177	0.0026	-0.0022	0.0067	0.0043	-0.0052	-0.0087	0.0050	BMK
BMK012.A	0.0004	0.0213	-0.0159	0.0066	-0.0045	0.0077	-0.0004	0.0016	-0.0061	0.0017	BMK
BNT006.A	0.0023	0.0261	-0.0261	0.0039	-0.0005	0.0019	0.0050	0.0033	-0.0020	0.0021	BNT
BNT007.A	-0.0084	0.0203	-0.0118	-0.0046	-0.0082	-0.0046	-0.0026	-0.0044	-0.0038	-0.0024	BNT
BNT021.A	0.0048	0.0213	-0.0243	0.0042	0.0012	0.0074	0.0041	-0.0017	0.0020	-0.0084	BNT
BNT027.A	0.0076	0.0222	-0.0260	0.0063	-0.0085	0.0065	-0.0013	0.0046	0.0008	0.0006	BNT
BNT042.A	-0.0026	0.0176	-0.0116	0.0053	-0.0050	0.0107	-0.0068	0.0065	0.0004	0.0012	BNT
BNT046.A	0.0021	0.0189	-0.0231	0.0075	0.0023	0.0082	0.0008	0.0049	-0.0051	-0.0012	BNT
BNT054.A	0.0078	0.0206	-0.0305	0.0093	-0.0024	0.0050	-0.0124	0.0045	-0.0062	0.0008	BNT
BNT057.A	-0.0086	0.0143	-0.0048	0.0073	-0.0085	0.0028	-0.0049	-0.0043	0.0023	0.0023	BNT
BNT074.A	0.0080	0.0185	-0.0385	0.0064	-0.0063	0.0027	0.0008	0.0101	-0.0095	0.0059	BNT
BRD001.A	0.0075	0.0218	-0.0241	0.0064	0.0022	0.0164	-0.0028	-0.0003	0.0017	0.0023	BRD
BRD002.A	0.0039	0.0235	-0.0243	0.0055	0.0056	0.0047	-0.0039	-0.0073	0.0069	-0.0075	BRD
BRD003.A	0.0066	0.0266	-0.0236	0.0101	-0.0017	0.0079	-0.0016	0.0089	0.0073	0.0053	BRD
BRD004.A	0.0049	0.0154	-0.0256	0.0097	-0.0000	0.0030	0.0010	-0.0103	-0.0012	-0.0021	BRD
BRD005.A	-0.0047	0.0054	0.0042	0.0005	0.0028	-0.0019	-0.0012	0.0026	-0.0020	-0.0007	BRD
BRD006.A	0.0060	0.0223	-0.0199	0.0078	0.0023	0.0054	0.0012	0.0029	0.0015	-0.0030	BRD
BRD008.A	-0.0017	0.0203	-0.0201	0.0041	-0.0012	0.0014	-0.0043	0.0016	0.0007	0.0017	BRD
BRD009.A	0.0046	0.0219	-0.0225	0.0046	0.0024	0.0024	-0.0018	-0.0054	0.0043	-0.0087	BRD
BRD010.A	0.0000	0.0240	-0.0213	0.0104	-0.0044	0.0124	-0.0016	0.0028	0.0106	-0.0030	BRD
BRD011.A	0.0035	0.0205	-0.0155	0.0034	-0.0003	0.0092	-0.0121	0.0038	0.0042	0.0022	BRD
CAB010.A32001.ssMod	-0.0248	0.0291	-0.0305	0.0015	-0.0304	-0.0216	-0.0064	0.0423	0.0654	0.0411	CAB010.A32001.ssMod
CAB010.A34601.ssMod	0.0028	-0.0233	0.0209	0.0332	-0.0660	0.0415	0.0212	0.0629	0.0508	-0.0183	CAB010.A34601.ssMod
CAB010.A34801.ssMod	0.0010	0.0060	0.0231	-0.0398	0.0032	0.0586	0.0253	0.0370	0.0063	0.0858	CAB010.A34801.ssMod
CAB010.A34901.ssMod	-0.0283	0.0333	-0.0463	-0.0137	-0.0271	0.0157	0.0513	-0.0149	0.0117	-0.0028	CAB010.A34901.ssMod
CAB010.A36101.ssMod	-0.0040	0.0211	0.0113	0.0145	-0.0077	0.0297	-0.0504	-0.0349	0.0089	-0.0149	CAB010.A36101.ssMod
LNC001.A26901.ssMod	0.0117	0.0851	-0.1237	-0.1078	-0.0757	0.1069	-0.0681	-0.0909	-0.0263	-0.1354	LNC
LNC001.A29501.ssMod	-0.0384	0.1459	-0.1307	0.0795	-0.0907	-0.2561	-0.2252	0.0071	-0.2686	-0.0684	LNC
NDK001.A	0.0014	-0.0036	-0.0148	-0.0020	-0.0029	0.0000	-0.0052	0.0075	-0.0065	0.0056	NDK
NDK002.A	-0.0011	0.0157	-0.0181	0.0033	-0.0053	0.0112	0.0059	0.0030	-0.0045	-0.0008	NDK
NDK003.A	0.0011	0.0204	-0.0226	0.0045	-0.0016	0.0050	-0.0022	0.0061	0.0055	0.0066	NDK
NDK005.A	0.0019	0.0207	-0.0209	0.0048	-0.0039	0.0056	-0.0005	0.0017	0.0059	0.0024	NDK
NDK006.A	-0.0013	0.0191	-0.0159	0.0065	-0.0026	0.0058	0.0031	-0.0015	-0.0020	0.0010	NDK
NDK007.A	-0.0009	0.0194	-0.0101	0.0037	-0.0075	0.0013	0.0046	-0.0027	-0.0075	0.0053	NDK
NDK008.A	-0.0009	0.0209	-0.0180	0.0078	-0.0032	0.0058	-0.0004	-0.0051	-0.0052	0.0036	NDK
NDK009.A	-0.0025	0.0392	-0.0132	-0.0592	-0.0284	-0.0464	0.0102	-0.0032	0.0174	0.0183	NDK
NDK010.A	-0.0054	0.0222	-0.0156	-0.0084	-0.0004	-0.0016	-0.0069	-0.0117	0.0111	-0.0034	NDK
NDK011.A	-0.0024	0.0196	-0.0181	0.0063	0.0024	0.0076	-0.0054	0.0019	-0.0013	-0.0075	NDK
NDK012.A	0.0044	0.0255	-0.0260	0.0068	-0.0043	0.0090	0.0013	-0.0054	-0.0035	0.0056	NDK
NDK013.A	0.0075	0.0242	-0.0268	0.0088	0.0044	0.0076	0.0023	0.0029	0.0112	-0.0056	NDK
NDK014.A	-0.0097	0.0182	-0.0067	0.0082	-0.0071	0.0033	0.0058	0.0071	0.0029	-0.0007	NDK
NDK015.A	0.0075	0.0263	-0.0309	0.0085	-0.0007	0.0061	0.0005	0.0019	-0.0020	0.0054	NDK
NDK016.A	-0.0017	0.0254	-0.0229	0.0119	-0.0008	0.0080	-0.0062	-0.0020	0.0078	-0.0021	NDK
NDK017.A	-0.0051	0.0181	-0.0072	0.0003	-0.0083	-0.0045	0.0037	0.0054	-0.0041	0.0036	NDK
NDK018.A	-0.0055	0.0098	0.0060	0.0022	-0.0014	0.0005	0.0001	0.0099	-0.0036	-0.0032	NDK
NDK019.A	-0.0059	0.0195	-0.0099	-0.0008	-0.0029	-0.0003	0.0115	0.0018	0.0024	0.0082	NDK
NDK020.A	-0.0059	0.0196	-0.0137	0.0014	-0.0009	0.0015	0.0119	-0.0028	-0.0051	0.0096	NDK
NDK021.A	0.0003	0.0009	0.0046	0.0042	0.0009	-0.0046	-0.0015	0.0005	0.0018	0.0047	NDK
NDK022.A	-0.0059	0.0183	-0.0181	0.0032	0.0001	0.0039	0.0016	0.0000	0.0013	0.0037	NDK
NDK023.A	-0.0046	0.0181	-0.0162	0.0033	0.0020	0.0075	-0.0028	-0.0003	0.0012	0.0038	NDK
NDK024.A	0.0027	0.0234	-0.0214	0.0055	-0.0035	0.0082	-0.0035	0.0029	0.0014	-0.0069	NDK
NDK025.A	0.0023	0.0246	-0.0190	0.0052	-0.0079	0.0067	0.0024	-0.0040	-0.0028	-0.0054	NDK
NDK026.A	0.0051	0.0230	-0.0273	0.0084	-0.0055	0.0063	0.0067	0.0015	0.0013	0.0038	NDK
NDK027.A	-0.0078	0.0198	-0.0111	-0.0001	0.0047	-0.0040	0.0025	-0.0032	0.0034	-0.0037	NDK
NDK028.A	-0.0085	0.0165	-0.0103	0.0024	-0.0061	0.0058	0.0058	0.0050	0.0037	-0.0029	NDK
NDK029.A	-0.0013	0.0213	-0.0208	0.0054	-0.0050	0.0091	-0.0029	0.0073	0.0065	0.0039	NDK
NDK030.A	-0.0009	0.0226	-0.0217	0.0035	-0.0051	0.0073	0.0049	0.0016	0.0049	-0.0055	NDK
NDK031.A	0.0024	0.0227	-0.0241	0.0106	-0.0029	0.0123	-0.0015	-0.0026	-0.0022	-0.0043	NDK
NDK032.A	-0.0021	0.0138	-0.0232	0.0099	-0.0044	0.0049	0.0098	-0.0045	-0.0007	0.0097	NDK
NDK033.A	0.0016	0.0254	-0.0266	0.0081	-0.0094	0.0070	0.0030	-0.0036	0.0054	0.0047	NDK
NDK034.A	-0.0058	0.0166	-0.0142	0.0103	0.0019	0.0042	0.0034	0.0068	0.0015	0.0029	NDK
NDK035.A	-0.0044	0.0161	-0.0153	0.0020	-0.0033	0.0026	-0.0032	-0.0022	-0.0033	0.0020	NDK
NDK036.A	-0.0091	0.0163	-0.0116	0.0038	-0.0068	0.0107	-0.0007	0.0023	0.0060	0.0040	NDK
NJA001.A	-0.0072	0.0180	-0.0148	0.0130	0.0004	0.0105	0.0025	0.0071	0.0031	0.0016	NJA
NJA002.A	-0.0107	0.0102	-0.0027	-0.0005	0.0017	-0.0037	0.0003	-0.0005	-0.0061	0.0026	NJA
NJA003.A	-0.0037	0.0178	-0.0193	0.0050	0.0019	0.0106	-0.0023	0.0012	-0.0000	0.0006	NJA
NJA004.A	-0.0059	0.0195	-0.0104	-0.0088	-0.0065	-0.0038	0.0039	-0.0088	-0.0046	0.0007	NJA
NSI001.A	0.0101	0.0048	-0.0141	-0.0010	0.0029	-0.0010	-0.0057	0.0057	-0.0060	-0.0005	NSI
NSI002.A	0.0111	-0.0002	-0.0186	-0.0045	-0.0065	0.0002	0.0019	-0.0032	0.0030	0.0006	NSI
NSI003.A	0.0012	0.0249	-0.0240	0.0065	-0.0053	0.0065	-0.0071	-0.0014	-0.0071	-0.0009	NSI
NSI004.A	-0.0027	0.0143	-0.0177	-0.0007	-0.0021	0.0084	0.0076	0.0027	-0.0009	0.0022	NSI
NSI005.A	0.0042	0.0203	-0.0278	0.0073	-0.0079	0.0078	-0.0015	-0.0027	0.0032	0.0000	NSI
NSI006.A	0.0001	0.0231	-0.0240	0.0015	-0.0064	0.0066	-0.0044	0.0032	-0.0103	-0.0010	NSI
NSI007.A	-0.0030	0.0192	-0.0181	0.0042	-0.0091	0.0021	-0.0020	-0.0044	0.0027	-0.0015	NSI
NSI008.A	-0.0059	0.0196	-0.0173	0.0046	-0.0069	0.0028	-0.0014	-0.0048	0.0032	0.0023	NSI
NSI009.A	-0.0040	0.0210	-0.0172	0.0056	-0.0046	-0.0034	-0.0032	-0.0021	0.0001	0.0030	NSI
NSI010.A	-0.0040	0.0264	-0.0205	0.0051	0.0024	0.0005	-0.0025	0.0044	0.0048	0.0118	NSI
NSI011.A	-0.0043	0.0189	-0.0144	-0.0025	-0.0072	-0.0064	0.0021	-0.0070	0.0003	-0.0010	NSI
NSI012.A	-0.0190	0.0119	-0.0057	-0.0148	-0.0112	0.0023	0.0181	-0.0067	-0.0271	0.0192	NSI
NSI013.A	-0.0021	0.0237	-0.0197	0.0073	-0.0070	0.0003	-0.0006	-0.0018	-0.0082	0.0077	NSI
NSI014.A	-0.0047	0.0181	-0.0177	0.0066	-0.0041	0.0067	0.0012	0.0044	-0.0033	-0.0000	NSI
NSI015.A	0.0104	0.0290	-0.0384	0.0105	-0.0024	0.0075	0.0004	0.0103	0.0011	0.0027	NSI
NSI016.A	-0.0043	0.0206	-0.0153	0.0059	-0.0099	0.0030	-0.0033	-0.0019	-0.0051	0.0006	NSI
NSI017.A	0.0029	0.0274	-0.0207	0.0166	0.0052	-0.0027	-0.0284	0.0132	0.0000	0.0082	NSI
NSI018.A	-0.0020	0.0298	-0.0020	-0.0037	-0.0105	0.0057	0.0066	-0.0046	-0.0143	0.0110	NSI
NSI019.A	-0.0016	0.0214	-0.0150	0.0008	-0.0001	0.0036	-0.0042	-0.0056	-0.0120	-0.0073	NSI
NSI020.A	-0.0028	0.0055	-0.0309	-0.0146	0.0135	0.0321	-0.0077	-0.0103	-0.0124	-0.0123	NSI
TML001.A	-0.0135	-0.0022	-0.0014	0.0028	0.0111	0.0046	0.0057	-0.0017	0.0062	0.0098	TML
TML002.A	-0.0227	-0.0032	0.0030	0.0004	0.0087	0.0093	-0.0088	0.0007	-0.0062	0.0047	TML
TML003.A	0.0034	0.0029	0.0011	0.0070	0.0122	0.0053	-0.0064	0.0036	-0.0005	0.0052	TML
TML004.A	-0.0009	0.0058	-0.0040	0.0065	-0.0003	-0.0004	0.0038	0.0094	0.0033	0.0040	TML
TML005.A	-0.0332	0.0158	0.0110	-0.0102	-0.0195	-0.0155	-0.0005	-0.0073	0.0068	-0.0007	TML
TML006.A	-0.0292	0.0060	0.0083	0.0005	-0.0031	-0.0014	-0.0016	0.0038	0.0037	0.0005	TML
TML007.A	-0.0261	0.0028	0.0034	-0.0053	-0.0023	0.0019	-0.0056	-0.0054	-0.0005	0.0017	TML
TML008.A	-0.0023	0.0026	0.0063	0.0050	-0.0004	-0.0026	0.0027	0.0091	-0.0062	0.0012	TML
TML009.A	-0.0249	0.0108	0.0059	-0.0042	-0.0144	-0.0111	0.0056	-0.0020	0.0048	-0.0022	TML
TML010.A	0.0120	0.0046	0.0169	0.0085	0.0041	0.0028	0.0025	-0.0068	-0.0028	0.0051	TML
TML011.A	-0.0084	0.0064	0.0069	-0.0024	-0.0086	-0.0020	0.0012	-0.0015	-0.0020	-0.0041	TML
TML012.A	-0.0030	-0.0030	0.0142	0.0055	-0.0106	-0.0004	0.0104	0.0132	-0.0099	0.0044	TML
TML013.A	-0.0239	0.0085	0.0045	0.0011	-0.0056	0.0048	0.0051	0.0024	0.0033	-0.0001	TML
TML014.A	-0.0118	0.0072	-0.0060	0.0012	-0.0035	0.0051	0.0030	-0.0036	-0.0038	0.0055	TML
TML015.A	0.0105	0.0060	0.0095	0.0052	-0.0002	0.0062	-0.0075	0.0075	-0.0024	-0.0049	TML
TML016.A	0.0015	0.0089	0.0011	0.0047	-0.0044	-0.0048	0.0053	0.0014	-0.0003	0.0020	TML
TML017.A	0.0001	0.0051	0.0035	0.0050	0.0028	-0.0014	0.0040	0.0010	-0.0035	0.0069	TML
TML018.A	0.0035	-0.0011	0.0005	0.0078	0.0096	-0.0072	-0.0033	0.0032	-0.0030	0.0006	TML
TML019.A	0.0092	0.0051	0.0157	0.0082	0.0018	0.0008	0.0007	-0.0047	-0.0012	0.0075	TML
TML020.A	-0.0011	0.0037	0.0008	0.0080	-0.0040	-0.0025	0.0049	0.0005	-0.0036	0.0069	TML
TML021.A	0.0111	-0.0037	0.0054	0.0129	0.0018	-0.0032	-0.0040	-0.0045	0.0027	-0.0018	TML
TML022.A	-0.0081	0.0042	0.0032	0.0076	0.0010	0.0065	0.0005	0.0004	-0.0070	-0.0042	TML
TML023.A	-0.0157	0.0059	-0.0085	0.0065	-0.0031	0.0018	-0.0040	-0.0015	-0.0042	-0.0004	TML
TML024.A	-0.0228	0.0058	0.0059	0.0002	-0.0085	0.0055	-0.0049	-0.0023	0.0048	-0.0045	TML
TML025.A	-0.0159	0.0237	-0.0133	0.0204	0.0048	-0.0160	0.0024	-0.0149	-0.0019	-0.0126	TML
TML026.A	-0.0100	0.0050	-0.0077	0.0017	-0.0025	0.0035	0.0007	-0.0098	0.0088	0.0067	TML
TML027.A	0.0078	-0.0021	-0.0035	0.0103	0.0055	0.0025	-0.0020	-0.0058	-0.0014	0.0086	TML
TML028.A	-0.0100	0.0049	0.0101	0.0064	-0.0047	0.0008	0.0096	0.0027	0.0038	-0.0034	TML
TML029.A	-0.0103	0.0088	-0.0038	-0.0083	-0.0119	-0.0066	-0.0009	0.0040	-0.0038	-0.0027	TML
TML030.A	-0.0275	0.0068	0.0035	-0.0009	-0.0006	-0.0033	0.0074	0.0021	-0.0002	0.0011	TML
TML031.A	0.0173	0.0378	-0.0406	0.0145	0.0011	0.0203	-0.0020	0.0149	0.0096	-0.0146	TML
TML032.A	-0.0054	0.0008	0.0023	0.0070	0.0050	0.0010	0.0018	0.0029	-0.0030	-0.0031	TML
TML033.A	-0.0335	0.0064	0.0076	-0.0029	-0.0098	-0.0042	-0.0013	0.0013	0.0052	-0.0029	TML
TML034.A	0.0136	0.0326	-0.0416	0.0144	-0.0025	0.0156	-0.0074	0.0019	0.0015	0.0050	TML
TML035.A	-0.0223	0.0039	0.0088	0.0006	-0.0053	-0.0033	-0.0034	0.0022	-0.0014	0.0030	TML
TML036.A	-0.0248	0.0066	0.0090	-0.0049	-0.0061	0.0015	0.0079	0.0031	-0.0047	-0.0051	TML
BMK014.A	-0.0067	0.0052	-0.0046	0.0041	-0.0036	-0.0078	-0.0034	-0.0023	0.0001	-0.0026	BMK
CAB010.A41701.ssMod	-0.0062	0.0204	-0.0661	-0.0009	-0.0086	-0.0112	0.0440	0.0445	0.0406	0.0182	CAB010.A41701.ssMod
CAB010.A41801.ssMod	-0.0080	0.0569	-0.0360	-0.0568	-0.0644	0.0177	-0.0295	0.0169	0.0762	-0.0123	CAB010.A41801.ssMod
CAB010.A42801.ssMod	-0.0242	0.0314	0.0492	0.0436	-0.0141	-0.1345	0.0230	0.0630	-0.0610	-0.0824	CAB010.A42801.ssMod
CAB010.A43001.ssMod	-0.0032	0.0477	0.0483	-0.0315	0.0457	-0.0207	0.0440	0.0211	-0.0620	0.0387	CAB010.A43001.ssMod
LNC001.A36201.ssMod	-0.0942	-0.0644	0.0645	-0.0540	-0.1081	0.1339	0.1576	-0.2619	0.1102	0.1273	LNC
MCS001.A	-0.0218	-0.0003	-0.0025	-0.0002	-0.0085	-0.0024	0.0053	0.0007	-0.0020	0.0022	MCS
MCS002.A	-0.0220	0.0047	0.0030	-0.0038	-0.0012	0.0025	-0.0011	0.0002	0.0017	0.0022	MCS
MCS003.A	-0.0103	0.0160	-0.0041	-0.0108	-0.0529	0.0502	-0.0316	-0.0009	0.0043	-0.0046	MCS
MCS004.A	-0.0149	0.0250	-0.0096	0.0043	-0.0083	-0.0011	-0.0075	-0.0054	0.0050	0.0104	MCS
MCS005.A	-0.0333	0.0085	0.0063	-0.0038	-0.0056	0.0027	0.0019	0.0024	-0.0023	-0.0017	MCS
MCS006.A	0.0107	0.0180	-0.0253	0.0033	0.0035	0.0065	0.0049	-0.0005	-0.0036	-0.0019	MCS
MCS007.A	-0.0386	0.0184	0.0159	-0.0000	-0.0283	-0.0155	0.0013	0.0037	-0.0039	-0.0003	MCS
MCS008.A	-0.0208	0.0049	0.0034	0.0005	-0.0026	0.0001	0.0037	0.0000	-0.0021	0.0026	MCS
MCS009.A	-0.0300	0.0160	-0.0003	0.0188	0.0031	-0.0160	0.0230	-0.0177	-0.0208	0.0132	MCS
MCS010.A	-0.0188	0.0031	0.0036	0.0008	-0.0083	-0.0031	0.0074	0.0005	0.0059	-0.0004	MCS
MCS011.A	-0.0225	0.0124	-0.0005	-0.0058	-0.0209	-0.0121	0.0003	0.0018	0.0072	0.0067	MCS
MCS012.A	-0.0355	0.0089	0.0126	0.0014	-0.0186	-0.0019	0.0002	0.0052	-0.0104	0.0039	MCS
MCS013.A	-0.0286	-0.0155	0.0459	0.0291	-0.0072	-0.0209	0.0275	0.0604	-0.0048	0.1192	MCS
MCS014.A	-0.0283	0.0127	0.0081	0.0018	-0.0134	-0.0098	0.0062	-0.0002	0.0053	-0.0059	MCS
MCS015.A	-0.0327	0.0073	0.0181	-0.0013	-0.0336	-0.0207	0.0017	0.0002	0.0104	0.0015	MCS
MCS016.A	-0.0215	0.0039	-0.0019	0.0023	-0.0033	0.0044	-0.0013	-0.0003	-0.0004	-0.0114	MCS
MCS017.A	-0.0350	0.0047	0.0161	0.0025	-0.0141	-0.0082	0.0004	0.0122	-0.0026	-0.0042	MCS
MCS018.A	-0.0217	-0.0005	0.0044	-0.0036	0.0007	-0.0013	0.0016	-0.0064	-0.0009	-0.0041	MCS
MCS019.A	-0.0262	0.0092	-0.0028	-0.0054	-0.0156	-0.0030	0.0036	0.0103	-0.0028	0.0019	MCS
MCS020.A	-0.0374	0.0080	0.0090	-0.0025	-0.0184	-0.0042	-0.0037	0.0040	-0.0089	0.0011	MCS
MCS021.A	-0.0203	0.0026	0.0017	-0.0031	-0.0066	-0.0045	-0.0032	-0.0044	0.0000	-0.0043	MCS
MCS022.A	-0.0154	-0.0068	-0.0050	0.0036	0.0069	0.0006	0.0013	0.0088	-0.0011	-0.0069	MCS
NDW001.A	0.0065	-0.0030	-0.0128	-0.0072	-0.0108	-0.0011	0.0023	-0.0024	0.0059	0.0035	NDW
NDW002.A	0.0054	0.0196	-0.0230	0.0098	0.0001	0.0078	-0.0017	0.0020	-0.0087	-0.0030	NDW
NDW003.A	0.0047	0.0222	-0.0289	0.0083	0.0005	0.0106	0.0013	0.0045	0.0067	-0.0062	NDW
NDW004.A	0.0040	0.0183	-0.0207	0.0043	-0.0089	0.0084	0.0015	0.0031	0.0010	-0.0004	NDW
NDW005.A	0.0059	0.0203	-0.0271	0.0184	-0.0045	-0.0043	-0.0126	0.0005	0.0057	0.0085	NDW
NDW006.A	0.0008	0.0205	-0.0200	0.0045	-0.0025	0.0041	-0.0085	-0.0028	-0.0050	0.0010	NDW
NDW007.A	0.0021	0.0219	-0.0198	0.0026	0.0038	0.0256	0.0036	0.0040	0.0017	-0.0165	NDW
NDW008.A	0.0068	0.0198	-0.0208	0.0082	-0.0084	0.0113	-0.0070	-0.0035	0.0007	0.0055	NDW
NDW009.A	0.0031	0.0238	-0.0229	0.0053	-0.0068	0.0073	0.0004	0.0043	0.0028	-0.0021	NDW
NDW010.A	0.0060	0.0191	-0.0253	0.0067	-0.0029	0.0117	0.0042	0.0065	0.0047	-0.0049	NDW
NDW011.A	0.0086	0.0209	-0.0260	-0.0001	-0.0002	0.0082	0.0064	0.0070	0.0048	-0.0017	NDW
NDW012.A	0.0054	0.0218	-0.0287	0.0084	-0.0014	0.0031	0.0029	0.0101	-0.0019	0.0016	NDW
NDW013.A	0.0045	0.0254	-0.0198	0.0077	0.0020	0.0085	-0.0025	0.0005	-0.0016	0.0056	NDW
NDW014.A	0.0027	0.0192	-0.0231	0.0198	0.0023	0.0013	0.0040	0.0020	-0.0036	-0.0037	NDW
NDW015.A	0.0051	0.0240	-0.0248	0.0086	-0.0044	0.0029	-0.0028	0.0001	-0.0042	0.0021	NDW
NDW016.A	0.0059	0.0199	-0.0214	0.0030	-0.0142	0.0032	0.0116	0.0057	0.0071	0.0067	NDW
NDW017.A	0.0033	0.0238	-0.0285	0.0107	-0.0018	0.0077	-0.0006	0.0040	-0.0032	-0.0004	NDW
NDW018.A	0.0065	0.0248	-0.0326	0.0073	0.0033	0.0060	-0.0012	0.0078	0.0010	-0.0014	NDW
NDW019.A	0.0042	0.0227	-0.0234	0.0068	-0.0057	0.0025	-0.0053	0.0030	-0.0023	-0.0003	NDW
NDW020.A	0.0006	0.0183	-0.0182	-0.0005	-0.0009	0.0020	-0.0024	-0.0115	-0.0029	0.0005	NDW
NDW021.A	0.0111	0.0340	-0.0262	0.0206	0.0025	0.0131	-0.0046	0.0052	0.0013	-0.0096	NDW
NDW022.A	0.0051	0.0206	-0.0223	0.0054	-0.0064	0.0082	0.0055	0.0017	0.0007	0.0009	NDW
NDW023.A	0.0032	0.0219	-0.0249	0.0041	0.0016	-0.0006	-0.0053	0.0069	-0.0018	-0.0050	NDW
NDW024.A	0.0039	0.0180	-0.0192	0.0130	-0.0042	0.0034	0.0089	-0.0059	0.0041	-0.0011	NDW
NDW025.A	0.0046	0.0214	-0.0175	0.0120	-0.0090	0.0051	0.0043	0.0069	0.0044	-0.0026	NDW
NDW026.A	0.0030	0.0175	-0.0146	0.0052	-0.0044	0.0064	-0.0007	-0.0115	-0.0050	0.0083	NDW
NDW027.A	0.0046	0.0284	-0.0308	0.0067	-0.0019	-0.0102	0.0109	-0.0114	-0.0117	0.0030	NDW
NDW028.A	0.0044	0.0229	-0.0273	0.0090	0.0018	0.0115	0.0019	-0.0041	0.0046	0.0002	NDW
NDW029.A	0.0030	0.0157	-0.0133	0.0032	-0.0058	-0.0001	-0.0011	0.0065	0.0131	-0.0071	NDW
NDW030.A	0.0012	0.0138	-0.0129	0.0037	-0.0089	0.0037	-0.0049	-0.0033	-0.0079	-0.0048	NDW
NDW031.A	0.0085	0.0217	-0.0270	0.0065	0.0014	0.0120	-0.0018	-0.0117	0.0046	0.0140	NDW
NDW032.A	0.0046	0.0215	-0.0220	0.0102	-0.0068	0.0060	-0.0132	-0.0031	-0.0037	-0.0044	NDW
NDW033.A	0.0056	0.0226	-0.0256	0.0092	-0.0065	0.0043	-0.0002	-0.0064	-0.0086	0.0006	NDW
NDW034.A	0.0093	0.0008	-0.0075	0.0004	-0.0047	-0.0065	0.0002	0.0021	0.0001	0.0007	NDW
NDW035.A	0.0050	0.0177	-0.0226	0.0112	-0.0015	0.0060	0.0023	0.0061	0.0048	0.0097	NDW
NDW036.A	0.0044	0.0218	-0.0255	0.0066	-0.0011	0.0103	-0.0028	-0.0098	0.0036	-0.0015	NDW
NDW037.A	-0.0001	0.0246	-0.0003	0.0099	-0.0288	-0.0096	0.0060	-0.0061	0.0244	0.0243	NDW
RTW004.A	-0.0261	0.0025	0.0040	-0.0030	-0.0072	-0.0056	0.0015	0.0059	-0.0005	-0.0018	RTW
RTW005.A	0.0097	-0.0015	0.0081	0.0206	0.0009	0.0041	0.0019	0.0164	0.0012	-0.0109	RTW
RTW006.A	-0.0148	-0.0183	-0.0099	-0.0258	-0.0357	-0.0470	0.0152	0.0002	0.0309	0.0041	RTW
RTW007.A	-0.0066	0.0007	0.0054	0.0071	0.0054	0.0021	-0.0019	0.0038	-0.0012	0.0016	RTW
RTW008.A	0.0050	-0.0053	0.0022	0.0051	-0.0001	0.0004	-0.0059	0.0017	0.0006	0.0042	RTW
